SYEAR,SMTH,FTPT,NAICS_5,_COUNT_
,,,4151,188000
,,,4152,136500
,,,4153,15750
,,,4161,363000
,,,4162,89500
,,,4163,493250
,,,4171,67000
,,,4172,573750
,,,4173,294500
,,,4179,492000
,,,4181,232500
,,,4182,71500
,,,4183,100750
,,,4184,103750
,,,4189,442000
,,,4191,13750
,,,4411,1404500
,,,4412,270000
,,,4413,446750
,,,4421,325000
,,,4422,296000
,,,4431,883250
,,,4441,987250
,,,4442,115250
,,,4451,3796500
,,,4452,503250
,,,4453,435250
,,,4461,1572500
,,,4471,448750
,,,4481,1468500
,,,4482,213500
,,,4483,174500
,,,4511,795750
,,,4513,78750
,,,4521,785000
,,,4529,772000
,,,4531,75250
,,,4532,265750
,,,4533,297750
,,,4539,794500
,,,4541,386500
,,,4542,32500
,,,4543,225000
,,,4811,654000
,,,4812,169500
,,,4821,343000
,,,4831,418500
,,,4832,12000
,,,4841,1333500
,,,4842,977250
,,,4851,698500
,,,4852,19000
,,,4853,399500
,,,4854,109750
,,,4855,30500
,,,4859,68250
,,,4861,24500
,,,4862,7750
,,,4869,0
,,,4871,45000
,,,4872,48000
,,,4879,4250
,,,4881,471250
,,,4882,20750
,,,4883,398000
,,,4884,277500
,,,4885,308250
,,,4889,3250
,,,4911,498750
,,,4921,441500
,,,4922,135000
,,,4931,543250
,,,5111,350000
,,,5112,500250
,,,5121,1308000
,,,5122,54250
,,,5151,131750
,,,5152,1500
,,,5173,915750
,,,5174,8250
,,,5179,32750
,,,5182,162500
,,,5191,254500
,,,5221,2290500
,,,5222,107250
,,,5223,354750
,,,5231,273000
,,,5232,5750
,,,5239,1008750
,,,5241,1079500
,,,5242,844750
,,,5261,5500
,,,5269,3250
,,,5311,949750
,,,5312,1475250
,,,5313,576000
,,,5321,157000
,,,5322,90750
,,,5323,8500
,,,5324,143500
,,,5331,4000
,,,5411,1521500
,,,5412,1630000
,,,5413,2624000
,,,5414,639500
,,,5415,3274750
,,,5416,1476750
,,,5417,379250
,,,5418,636750
,,,5419,752750
,,,5611,4000
,,,5612,4750
,,,5613,495500
,,,5614,593500
,,,5615,674750
,,,5616,1004750
,,,5617,2881250
,,,5619,274000
,,,5621,164750
,,,5622,164000
,,,5629,113750
,,,6111,5737000
,,,6112,759750
,,,6113,2160750
,,,6114,22250
,,,6115,82250
,,,6116,1660750
,,,6117,124750
,,,6211,1629000
,,,6212,1040750
,,,6213,1310750
,,,6214,583500
,,,6215,252750
,,,6216,531250
,,,6219,245000
,,,6220,6724750
,,,6230,3277750
,,,6241,2279750
,,,6242,170250
,,,6243,133250
,,,6244,1242250
,,,7111,230500
,,,7112,156750
,,,7113,95500
,,,7114,63000
,,,7115,788000
,,,7121,230500
,,,7131,34750
,,,7132,539000
,,,7139,1918750
,,,7211,1819750
,,,7212,150500
,,,7213,26000
,,,7223,476250
,,,7224,292250
,,,7225,8397000
,,,8111,1241500
,,,8112,178500
,,,8113,540500
,,,8114,285000
,,,8121,1770750
,,,8122,137250
,,,8123,207500
,,,8129,411250
,,,8131,581000
,,,8132,157250
,,,8133,81250
,,,8134,290750
,,,8139,469500
,,,8141,584250
,,,9110,2161500
,,,9111,197000
,,,9120,2107500
,,,9130,2186750
,,,9141,121500
,,,9191,10250
,,Full-time,,120408500
,,Full-time,1100,48250
,,Full-time,1111,17000
,,Full-time,1112,70750
,,Full-time,1113,170000
,,Full-time,1114,336250
,,Full-time,1119,80250
,,Full-time,1121,199750
,,Full-time,1122,2250
,,Full-time,1123,80750
,,Full-time,1124,6250
,,Full-time,1125,102750
,,Full-time,1129,83250
,,Full-time,1131,10750
,,Full-time,1132,2500
,,Full-time,1133,642000
,,Full-time,1141,101250
,,Full-time,1142,1250
,,Full-time,1151,42250
,,Full-time,1152,26000
,,Full-time,1153,376750
,,Full-time,2100,109250
,,Full-time,2111,294250
,,Full-time,2121,343500
,,Full-time,2122,446750
,,Full-time,2123,77000
,,Full-time,2131,423250
,,Full-time,2211,617750
,,Full-time,2212,102750
,,Full-time,2213,152250
,,Full-time,2361,3408250
,,Full-time,2362,792500
,,Full-time,2371,394250
,,Full-time,2372,347750
,,Full-time,2373,564250
,,Full-time,2379,125250
,,Full-time,2381,1506750
,,Full-time,2382,3125500
,,Full-time,2383,1649500
,,Full-time,2389,820250
,,Full-time,3111,46750
,,Full-time,3112,17000
,,Full-time,3113,102000
,,Full-time,3114,100000
,,Full-time,3115,131500
,,Full-time,3116,332250
,,Full-time,3117,136000
,,Full-time,3118,355000
,,Full-time,3119,294250
,,Full-time,3121,392500
,,Full-time,3122,13500
,,Full-time,3123,11000
,,Full-time,3131,2750
,,Full-time,3132,3750
,,Full-time,3133,1250
,,Full-time,3141,14000
,,Full-time,3149,51250
,,Full-time,3151,1500
,,Full-time,3152,186000
,,Full-time,3159,19000
,,Full-time,3161,250
,,Full-time,3162,7500
,,Full-time,3169,5000
,,Full-time,3211,900250
,,Full-time,3212,243000
,,Full-time,3219,370750
,,Full-time,3221,494250
,,Full-time,3222,81500
,,Full-time,3231,279000
,,Full-time,3241,51750
,,Full-time,3251,48250
,,Full-time,3252,10750
,,Full-time,3253,23500
,,Full-time,3254,222750
,,Full-time,3255,26500
,,Full-time,3256,60750
,,Full-time,3259,53250
,,Full-time,3261,269750
,,Full-time,3262,29000
,,Full-time,3271,7000
,,Full-time,3272,97000
,,Full-time,3273,206750
,,Full-time,3274,16250
,,Full-time,3279,73250
,,Full-time,3311,31250
,,Full-time,3312,15250
,,Full-time,3313,137750
,,Full-time,3314,109000
,,Full-time,3315,19250
,,Full-time,3321,11500
,,Full-time,3322,25500
,,Full-time,3323,376000
,,Full-time,3324,29250
,,Full-time,3325,10500
,,Full-time,3326,18750
,,Full-time,3327,156000
,,Full-time,3328,17750
,,Full-time,3329,110500
,,Full-time,3331,103500
,,Full-time,3332,122250
,,Full-time,3333,51250
,,Full-time,3334,95000
,,Full-time,3335,36750
,,Full-time,3336,26000
,,Full-time,3339,138000
,,Full-time,3341,40750
,,Full-time,3342,75000
,,Full-time,3343,9250
,,Full-time,3344,192000
,,Full-time,3345,107250
,,Full-time,3346,14500
,,Full-time,3351,51750
,,Full-time,3352,13000
,,Full-time,3353,88750
,,Full-time,3359,127500
,,Full-time,3361,15750
,,Full-time,3362,91000
,,Full-time,3363,63000
,,Full-time,3364,174250
,,Full-time,3365,1500
,,Full-time,3366,242750
,,Full-time,3369,16250
,,Full-time,3371,387000
,,Full-time,3372,21000
,,Full-time,3379,28250
,,Full-time,3391,158500
,,Full-time,3399,523750
,,Full-time,4111,59500
,,Full-time,4121,65250
,,Full-time,4131,625000
,,Full-time,4132,155000
,,Full-time,4133,33500
,,Full-time,4141,106500
,,Full-time,4142,50000
,,Full-time,4143,67500
,,Full-time,4144,82750
,,Full-time,4145,190750
,,Full-time,4151,178750
,,Full-time,4152,127250
,,Full-time,4153,15000
,,Full-time,4161,341750
,,Full-time,4162,83500
,,Full-time,4163,462000
,,Full-time,4171,64250
,,Full-time,4172,526500
,,Full-time,4173,273500
,,Full-time,4179,453000
,,Full-time,4181,208750
,,Full-time,4182,65500
,,Full-time,4183,97000
,,Full-time,4184,91500
,,Full-time,4189,375500
,,Full-time,4191,13750
,,Full-time,4411,1274000
,,Full-time,4412,236250
,,Full-time,4413,402500
,,Full-time,4421,254000
,,Full-time,4422,189000
,,Full-time,4431,722750
,,Full-time,4441,766000
,,Full-time,4442,78750
,,Full-time,4451,2260750
,,Full-time,4452,300000
,,Full-time,4453,313750
,,Full-time,4461,1012000
,,Full-time,4471,292250
,,Full-time,4481,836250
,,Full-time,4482,92750
,,Full-time,4483,87750
,,Full-time,4511,505250
,,Full-time,4513,27500
,,Full-time,4521,436500
,,Full-time,4529,537250
,,Full-time,4531,51000
,,Full-time,4532,159750
,,Full-time,4533,197750
,,Full-time,4539,473750
,,Full-time,4541,338500
,,Full-time,4542,28250
,,Full-time,4543,111250
,,Full-time,4811,392500
,,Full-time,4812,145000
,,Full-time,4821,332750
,,Full-time,4831,390750
,,Full-time,4832,10500
,,Full-time,4841,1226250
,,Full-time,4842,867500
,,Full-time,4851,672000
,,Full-time,4852,15250
,,Full-time,4853,345750
,,Full-time,4854,67000
,,Full-time,4855,23250
,,Full-time,4859,50000
,,Full-time,4861,23500
,,Full-time,4862,7750
,,Full-time,4869,0
,,Full-time,4871,37000
,,Full-time,4872,33250
,,Full-time,4879,4250
,,Full-time,4881,419000
,,Full-time,4882,17500
,,Full-time,4883,366750
,,Full-time,4884,239500
,,Full-time,4885,293500
,,Full-time,4889,2750
,,Full-time,4911,445250
,,Full-time,4921,367750
,,Full-time,4922,80000
,,Full-time,4931,484000
,,Full-time,5111,251500
,,Full-time,5112,481000
,,Full-time,5121,1103500
,,Full-time,5122,47500
,,Full-time,5151,121750
,,Full-time,5152,500
,,Full-time,5173,884750
,,Full-time,5174,8250
,,Full-time,5179,28000
,,Full-time,5182,158750
,,Full-time,5191,131250
,,Full-time,5221,2038250
,,Full-time,5222,101000
,,Full-time,5223,314750
,,Full-time,5231,246000
,,Full-time,5232,5750
,,Full-time,5239,831750
,,Full-time,5241,1015000
,,Full-time,5242,730000
,,Full-time,5261,5500
,,Full-time,5269,3250
,,Full-time,5311,620000
,,Full-time,5312,1157500
,,Full-time,5313,496500
,,Full-time,5321,112500
,,Full-time,5322,66250
,,Full-time,5323,7750
,,Full-time,5324,127500
,,Full-time,5331,4000
,,Full-time,5411,1318750
,,Full-time,5412,1192250
,,Full-time,5413,2334250
,,Full-time,5414,416750
,,Full-time,5415,2975750
,,Full-time,5416,1089750
,,Full-time,5417,352000
,,Full-time,5418,473750
,,Full-time,5419,539750
,,Full-time,5611,3000
,,Full-time,5612,4750
,,Full-time,5613,383750
,,Full-time,5614,443750
,,Full-time,5615,562250
,,Full-time,5616,800250
,,Full-time,5617,1690000
,,Full-time,5619,219250
,,Full-time,5621,134750
,,Full-time,5622,147500
,,Full-time,5629,105500
,,Full-time,6111,4333000
,,Full-time,6112,587000
,,Full-time,6113,1662750
,,Full-time,6114,14500
,,Full-time,6115,54000
,,Full-time,6116,685500
,,Full-time,6117,82250
,,Full-time,6211,1243000
,,Full-time,6212,749250
,,Full-time,6213,774000
,,Full-time,6214,353250
,,Full-time,6215,196750
,,Full-time,6216,392250
,,Full-time,6219,212500
,,Full-time,6220,5515500
,,Full-time,6230,2505500
,,Full-time,6241,1424500
,,Full-time,6242,131250
,,Full-time,6243,91000
,,Full-time,6244,868500
,,Full-time,7111,134750
,,Full-time,7112,96250
,,Full-time,7113,57500
,,Full-time,7114,46000
,,Full-time,7115,445500
,,Full-time,7121,169500
,,Full-time,7131,19250
,,Full-time,7132,450000
,,Full-time,7139,1050250
,,Full-time,7211,1433750
,,Full-time,7212,117000
,,Full-time,7213,22250
,,Full-time,7223,342000
,,Full-time,7224,152500
,,Full-time,7225,4444750
,,Full-time,8111,1122500
,,Full-time,8112,123500
,,Full-time,8113,471750
,,Full-time,8114,211250
,,Full-time,8121,1137500
,,Full-time,8122,100500
,,Full-time,8123,169000
,,Full-time,8129,252500
,,Full-time,8131,372500
,,Full-time,8132,130750
,,Full-time,8133,64250
,,Full-time,8134,208500
,,Full-time,8139,424000
,,Full-time,8141,373000
,,Full-time,9110,2080000
,,Full-time,9111,185750
,,Full-time,9120,1989000
,,Full-time,9130,2000000
,,Full-time,9141,108250
,,Full-time,9191,5500
,,Part-time,,32655500
,,Part-time,1100,12000
,,Part-time,1111,8500
,,Part-time,1112,23750
,,Part-time,1113,50500
,,Part-time,1114,52250
,,Part-time,1119,32250
,,Part-time,1121,45000
,,Part-time,1122,0
,,Part-time,1123,38750
,,Part-time,1124,1000
,,Part-time,1125,13750
,,Part-time,1129,46500
,,Part-time,1131,0
,,Part-time,1132,0
,,Part-time,1133,64500
,,Part-time,1141,44250
,,Part-time,1142,0
,,Part-time,1151,3250
,,Part-time,1152,21500
,,Part-time,1153,33500
,,Part-time,2100,2250
,,Part-time,2111,10250
,,Part-time,2121,7000
,,Part-time,2122,4750
,,Part-time,2123,6250
,,Part-time,2131,28750
,,Part-time,2211,14000
,,Part-time,2212,1500
,,Part-time,2213,3750
,,Part-time,2361,417250
,,Part-time,2362,54500
,,Part-time,2371,26250
,,Part-time,2372,29750
,,Part-time,2373,33250
,,Part-time,2379,11250
,,Part-time,2381,134000
,,Part-time,2382,267750
,,Part-time,2383,269750
,,Part-time,2389,96750
,,Part-time,3111,11750
,,Part-time,3112,1000
,,Part-time,3113,6750
,,Part-time,3114,18250
,,Part-time,3115,13750
,,Part-time,3116,20000
,,Part-time,3117,17000
,,Part-time,3118,83500
,,Part-time,3119,19750
,,Part-time,3121,54000
,,Part-time,3122,500
,,Part-time,3123,250
,,Part-time,3131,0
,,Part-time,3132,1250
,,Part-time,3133,0
,,Part-time,3141,4250
,,Part-time,3149,9250
,,Part-time,3151,0
,,Part-time,3152,22500
,,Part-time,3159,0
,,Part-time,3161,0
,,Part-time,3162,3000
,,Part-time,3169,3750
,,Part-time,3211,48250
,,Part-time,3212,7250
,,Part-time,3219,20000
,,Part-time,3221,6000
,,Part-time,3222,7000
,,Part-time,3231,31250
,,Part-time,3241,250
,,Part-time,3251,2250
,,Part-time,3252,0
,,Part-time,3253,500
,,Part-time,3254,7500
,,Part-time,3255,4500
,,Part-time,3256,16250
,,Part-time,3259,250
,,Part-time,3261,9750
,,Part-time,3262,1000
,,Part-time,3271,250
,,Part-time,3272,6250
,,Part-time,3273,5750
,,Part-time,3274,0
,,Part-time,3279,6500
,,Part-time,3311,1500
,,Part-time,3312,0
,,Part-time,3313,1250
,,Part-time,3314,750
,,Part-time,3315,500
,,Part-time,3321,0
,,Part-time,3322,500
,,Part-time,3323,11250
,,Part-time,3324,1000
,,Part-time,3325,0
,,Part-time,3326,4250
,,Part-time,3327,7750
,,Part-time,3328,750
,,Part-time,3329,2500
,,Part-time,3331,3250
,,Part-time,3332,2750
,,Part-time,3333,0
,,Part-time,3334,2750
,,Part-time,3335,2500
,,Part-time,3336,2250
,,Part-time,3339,2000
,,Part-time,3341,7000
,,Part-time,3342,0
,,Part-time,3343,750
,,Part-time,3344,15250
,,Part-time,3345,5000
,,Part-time,3346,0
,,Part-time,3351,250
,,Part-time,3352,750
,,Part-time,3353,250
,,Part-time,3359,1500
,,Part-time,3361,0
,,Part-time,3362,7000
,,Part-time,3363,3750
,,Part-time,3364,10000
,,Part-time,3365,0
,,Part-time,3366,4000
,,Part-time,3369,0
,,Part-time,3371,24500
,,Part-time,3372,2250
,,Part-time,3379,3500
,,Part-time,3391,16250
,,Part-time,3399,52000
,,Part-time,4111,9000
,,Part-time,4121,3250
,,Part-time,4131,63000
,,Part-time,4132,9250
,,Part-time,4133,1500
,,Part-time,4141,20000
,,Part-time,4142,5250
,,Part-time,4143,3000
,,Part-time,4144,25250
,,Part-time,4145,29000
,,Part-time,4151,9250
,,Part-time,4152,9250
,,Part-time,4153,750
,,Part-time,4161,21250
,,Part-time,4162,6000
,,Part-time,4163,31250
,,Part-time,4171,2750
,,Part-time,4172,47250
,,Part-time,4173,21000
,,Part-time,4179,39000
,,Part-time,4181,23750
,,Part-time,4182,6000
,,Part-time,4183,3750
,,Part-time,4184,12250
,,Part-time,4189,66500
,,Part-time,4191,0
,,Part-time,4411,130500
,,Part-time,4412,33750
,,Part-time,4413,44250
,,Part-time,4421,71000
,,Part-time,4422,107000
,,Part-time,4431,160500
,,Part-time,4441,221250
,,Part-time,4442,36500
,,Part-time,4451,1535750
,,Part-time,4452,203250
,,Part-time,4453,121500
,,Part-time,4461,560500
,,Part-time,4471,156500
,,Part-time,4481,632250
,,Part-time,4482,120750
,,Part-time,4483,86750
,,Part-time,4511,290500
,,Part-time,4513,51250
,,Part-time,4521,348500
,,Part-time,4529,234750
,,Part-time,4531,24250
,,Part-time,4532,106000
,,Part-time,4533,100000
,,Part-time,4539,320750
,,Part-time,4541,48000
,,Part-time,4542,4250
,,Part-time,4543,113750
,,Part-time,4811,261500
,,Part-time,4812,24500
,,Part-time,4821,10250
,,Part-time,4831,27750
,,Part-time,4832,1500
,,Part-time,4841,107250
,,Part-time,4842,109750
,,Part-time,4851,26500
,,Part-time,4852,3750
,,Part-time,4853,53750
,,Part-time,4854,42750
,,Part-time,4855,7250
,,Part-time,4859,18250
,,Part-time,4861,1000
,,Part-time,4862,0
,,Part-time,4869,0
,,Part-time,4871,8000
,,Part-time,4872,14750
,,Part-time,4879,0
,,Part-time,4881,52250
,,Part-time,4882,3250
,,Part-time,4883,31250
,,Part-time,4884,38000
,,Part-time,4885,14750
,,Part-time,4889,500
,,Part-time,4911,53500
,,Part-time,4921,73750
,,Part-time,4922,55000
,,Part-time,4931,59250
,,Part-time,5111,98500
,,Part-time,5112,19250
,,Part-time,5121,204500
,,Part-time,5122,6750
,,Part-time,5151,10000
,,Part-time,5152,1000
,,Part-time,5173,31000
,,Part-time,5174,0
,,Part-time,5179,4750
,,Part-time,5182,3750
,,Part-time,5191,123250
,,Part-time,5221,252250
,,Part-time,5222,6250
,,Part-time,5223,40000
,,Part-time,5231,27000
,,Part-time,5232,0
,,Part-time,5239,177000
,,Part-time,5241,64500
,,Part-time,5242,114750
,,Part-time,5261,0
,,Part-time,5269,0
,,Part-time,5311,329750
,,Part-time,5312,317750
,,Part-time,5313,79500
,,Part-time,5321,44500
,,Part-time,5322,24500
,,Part-time,5323,750
,,Part-time,5324,16000
,,Part-time,5331,0
,,Part-time,5411,202750
,,Part-time,5412,437750
,,Part-time,5413,289750
,,Part-time,5414,222750
,,Part-time,5415,299000
,,Part-time,5416,387000
,,Part-time,5417,27250
,,Part-time,5418,163000
,,Part-time,5419,213000
,,Part-time,5611,1000
,,Part-time,5612,0
,,Part-time,5613,111750
,,Part-time,5614,149750
,,Part-time,5615,112500
,,Part-time,5616,204500
,,Part-time,5617,1191250
,,Part-time,5619,54750
,,Part-time,5621,30000
,,Part-time,5622,16500
,,Part-time,5629,8250
,,Part-time,6111,1404000
,,Part-time,6112,172750
,,Part-time,6113,498000
,,Part-time,6114,7750
,,Part-time,6115,28250
,,Part-time,6116,975250
,,Part-time,6117,42500
,,Part-time,6211,386000
,,Part-time,6212,291500
,,Part-time,6213,536750
,,Part-time,6214,230250
,,Part-time,6215,56000
,,Part-time,6216,139000
,,Part-time,6219,32500
,,Part-time,6220,1209250
,,Part-time,6230,772250
,,Part-time,6241,855250
,,Part-time,6242,39000
,,Part-time,6243,42250
,,Part-time,6244,373750
,,Part-time,7111,95750
,,Part-time,7112,60500
,,Part-time,7113,38000
,,Part-time,7114,17000
,,Part-time,7115,342500
,,Part-time,7121,61000
,,Part-time,7131,15500
,,Part-time,7132,89000
,,Part-time,7139,868500
,,Part-time,7211,386000
,,Part-time,7212,33500
,,Part-time,7213,3750
,,Part-time,7223,134250
,,Part-time,7224,139750
,,Part-time,7225,3952250
,,Part-time,8111,119000
,,Part-time,8112,55000
,,Part-time,8113,68750
,,Part-time,8114,73750
,,Part-time,8121,633250
,,Part-time,8122,36750
,,Part-time,8123,38500
,,Part-time,8129,158750
,,Part-time,8131,208500
,,Part-time,8132,26500
,,Part-time,8133,17000
,,Part-time,8134,82250
,,Part-time,8139,45500
,,Part-time,8141,211250
,,Part-time,9110,81500
,,Part-time,9111,11250
,,Part-time,9120,118500
,,Part-time,9130,186750
,,Part-time,9141,13250
,,Part-time,9191,4750
,1,,,12593000
,1,,1100,4250
,1,,1111,1500
,1,,1112,5750
,1,,1113,10000
,1,,1114,27000
,1,,1119,9500
,1,,1121,18250
,1,,1122,0
,1,,1123,6500
,1,,1124,0
,1,,1125,9250
,1,,1129,11000
,1,,1131,2250
,1,,1132,0
,1,,1133,58500
,1,,1141,9750
,1,,1142,1000
,1,,1151,2500
,1,,1152,4250
,1,,1153,31500
,1,,2100,12250
,1,,2111,24750
,1,,2121,27250
,1,,2122,36750
,1,,2123,6750
,1,,2131,35250
,1,,2211,49000
,1,,2212,8500
,1,,2213,12500
,1,,2361,314000
,1,,2362,59250
,1,,2371,41250
,1,,2372,29750
,1,,2373,43750
,1,,2379,9750
,1,,2381,129250
,1,,2382,288750
,1,,2383,159500
,1,,2389,85250
,1,,3111,4000
,1,,3112,1250
,1,,3113,10000
,1,,3114,7750
,1,,3115,13250
,1,,3116,26750
,1,,3117,11750
,1,,3118,41750
,1,,3119,29500
,1,,3121,40250
,1,,3122,0
,1,,3123,250
,1,,3131,500
,1,,3132,0
,1,,3133,250
,1,,3141,2250
,1,,3149,5250
,1,,3151,0
,1,,3152,15750
,1,,3159,1000
,1,,3161,0
,1,,3162,0
,1,,3169,0
,1,,3211,82000
,1,,3212,21000
,1,,3219,30000
,1,,3221,41500
,1,,3222,5000
,1,,3231,31000
,1,,3241,2500
,1,,3251,3750
,1,,3252,250
,1,,3253,1500
,1,,3254,15500
,1,,3255,2500
,1,,3256,3500
,1,,3259,5500
,1,,3261,22750
,1,,3262,2750
,1,,3271,500
,1,,3272,6750
,1,,3273,17500
,1,,3274,1500
,1,,3279,5500
,1,,3311,1750
,1,,3312,1500
,1,,3313,8500
,1,,3314,7750
,1,,3315,750
,1,,3321,2250
,1,,3322,2500
,1,,3323,38250
,1,,3324,1500
,1,,3325,0
,1,,3326,2500
,1,,3327,12500
,1,,3328,2000
,1,,3329,13000
,1,,3331,14500
,1,,3332,11000
,1,,3333,4750
,1,,3334,9500
,1,,3335,2000
,1,,3336,2000
,1,,3339,9000
,1,,3341,3750
,1,,3342,3000
,1,,3343,750
,1,,3344,12250
,1,,3345,11250
,1,,3346,2000
,1,,3351,4750
,1,,3352,750
,1,,3353,6750
,1,,3359,9500
,1,,3361,750
,1,,3362,9500
,1,,3363,5250
,1,,3364,16000
,1,,3365,0
,1,,3366,18500
,1,,3369,1000
,1,,3371,35250
,1,,3372,1750
,1,,3379,4000
,1,,3391,17500
,1,,3399,53250
,1,,4111,5500
,1,,4121,6750
,1,,4131,63750
,1,,4132,8000
,1,,4133,750
,1,,4141,8250
,1,,4142,4250
,1,,4143,7250
,1,,4144,8750
,1,,4145,12750
,1,,4151,12000
,1,,4152,10250
,1,,4153,750
,1,,4161,30750
,1,,4162,9500
,1,,4163,40500
,1,,4171,3500
,1,,4172,49750
,1,,4173,31500
,1,,4179,38750
,1,,4181,16750
,1,,4182,3250
,1,,4183,5750
,1,,4184,8500
,1,,4189,40000
,1,,4191,1500
,1,,4411,117000
,1,,4412,24750
,1,,4413,32500
,1,,4421,33000
,1,,4422,23250
,1,,4431,69250
,1,,4441,84750
,1,,4442,7000
,1,,4451,296250
,1,,4452,41500
,1,,4453,41750
,1,,4461,144000
,1,,4471,39250
,1,,4481,136000
,1,,4482,17000
,1,,4483,14750
,1,,4511,63250
,1,,4513,6500
,1,,4521,70500
,1,,4529,73750
,1,,4531,3500
,1,,4532,24250
,1,,4533,19000
,1,,4539,67250
,1,,4541,28750
,1,,4542,2000
,1,,4543,16000
,1,,4811,59500
,1,,4812,18000
,1,,4821,32250
,1,,4831,30500
,1,,4832,0
,1,,4841,110250
,1,,4842,77750
,1,,4851,49750
,1,,4852,1000
,1,,4853,29500
,1,,4854,8250
,1,,4855,2500
,1,,4859,7000
,1,,4861,2250
,1,,4862,500
,1,,4869,0
,1,,4871,3500
,1,,4872,2000
,1,,4879,0
,1,,4881,36750
,1,,4882,1250
,1,,4883,32500
,1,,4884,23250
,1,,4885,27750
,1,,4889,500
,1,,4911,38750
,1,,4921,34500
,1,,4922,10000
,1,,4931,49500
,1,,5111,36750
,1,,5112,33750
,1,,5121,103750
,1,,5122,2750
,1,,5151,12750
,1,,5152,500
,1,,5173,80000
,1,,5174,1500
,1,,5179,1000
,1,,5182,15750
,1,,5191,22750
,1,,5221,198000
,1,,5222,10750
,1,,5223,33250
,1,,5231,14250
,1,,5232,750
,1,,5239,78500
,1,,5241,90000
,1,,5242,61000
,1,,5261,500
,1,,5269,0
,1,,5311,64750
,1,,5312,120000
,1,,5313,45750
,1,,5321,14750
,1,,5322,4250
,1,,5323,500
,1,,5324,15250
,1,,5331,500
,1,,5411,127250
,1,,5412,137250
,1,,5413,196000
,1,,5414,49250
,1,,5415,258500
,1,,5416,133000
,1,,5417,34500
,1,,5418,49250
,1,,5419,59250
,1,,5611,1250
,1,,5612,0
,1,,5613,36000
,1,,5614,51500
,1,,5615,58000
,1,,5616,77500
,1,,5617,229750
,1,,5619,28500
,1,,5621,9250
,1,,5622,11500
,1,,5629,7500
,1,,6111,521750
,1,,6112,60750
,1,,6113,183000
,1,,6114,1500
,1,,6115,6250
,1,,6116,135000
,1,,6117,9750
,1,,6211,129250
,1,,6212,87250
,1,,6213,108750
,1,,6214,48750
,1,,6215,21000
,1,,6216,43750
,1,,6219,18750
,1,,6220,540750
,1,,6230,273500
,1,,6241,181500
,1,,6242,13750
,1,,6243,9500
,1,,6244,119250
,1,,7111,20000
,1,,7112,17250
,1,,7113,8000
,1,,7114,5750
,1,,7115,57250
,1,,7121,19250
,1,,7131,2000
,1,,7132,40000
,1,,7139,164500
,1,,7211,171250
,1,,7212,5500
,1,,7213,2250
,1,,7223,38000
,1,,7224,31000
,1,,7225,672750
,1,,8111,111500
,1,,8112,16750
,1,,8113,41750
,1,,8114,17500
,1,,8121,153250
,1,,8122,6000
