SYEAR,SMTH,LF_STAT,NAICS_5,_COUNT_
,,Unemployed,2379,15500
,,Unemployed,2381,64500
,,Unemployed,2382,145750
,,Unemployed,2383,62750
,,Unemployed,2389,44750
,,Unemployed,3111,4250
,,Unemployed,3112,500
,,Unemployed,3113,2750
,,Unemployed,3114,7500
,,Unemployed,3115,2750
,,Unemployed,3116,4750
,,Unemployed,3117,18000
,,Unemployed,3118,19250
,,Unemployed,3119,22750
,,Unemployed,3121,21500
,,Unemployed,3122,1750
,,Unemployed,3123,3250
,,Unemployed,3131,250
,,Unemployed,3132,0
,,Unemployed,3133,0
,,Unemployed,3141,1000
,,Unemployed,3149,1000
,,Unemployed,3151,0
,,Unemployed,3152,9500
,,Unemployed,3159,5250
,,Unemployed,3161,0
,,Unemployed,3162,0
,,Unemployed,3169,1500
,,Unemployed,3211,49250
,,Unemployed,3212,8000
,,Unemployed,3219,20250
,,Unemployed,3221,9000
,,Unemployed,3222,1750
,,Unemployed,3231,14500
,,Unemployed,3241,4500
,,Unemployed,3251,1000
,,Unemployed,3252,0
,,Unemployed,3253,1250
,,Unemployed,3254,7250
,,Unemployed,3255,0
,,Unemployed,3256,7750
,,Unemployed,3259,2750
,,Unemployed,3261,3250
,,Unemployed,3262,500
,,Unemployed,3271,1500
,,Unemployed,3272,2000
,,Unemployed,3273,4000
,,Unemployed,3274,0
,,Unemployed,3279,2750
,,Unemployed,3311,1000
,,Unemployed,3312,1250
,,Unemployed,3313,2250
,,Unemployed,3314,750
,,Unemployed,3315,250
,,Unemployed,3321,0
,,Unemployed,3322,0
,,Unemployed,3323,9250
,,Unemployed,3324,1500
,,Unemployed,3325,0
,,Unemployed,3326,0
,,Unemployed,3327,7750
,,Unemployed,3328,1000
,,Unemployed,3329,4750
,,Unemployed,3331,6500
,,Unemployed,3332,2000
,,Unemployed,3333,750
,,Unemployed,3334,4000
,,Unemployed,3335,0
,,Unemployed,3336,0
,,Unemployed,3339,7750
,,Unemployed,3341,4500
,,Unemployed,3342,4250
,,Unemployed,3343,0
,,Unemployed,3344,6250
,,Unemployed,3345,4000
,,Unemployed,3346,0
,,Unemployed,3351,750
,,Unemployed,3352,0
,,Unemployed,3353,1500
,,Unemployed,3359,750
,,Unemployed,3361,250
,,Unemployed,3362,2000
,,Unemployed,3363,6000
,,Unemployed,3364,3750
,,Unemployed,3365,250
,,Unemployed,3366,15750
,,Unemployed,3369,0
,,Unemployed,3371,20000
,,Unemployed,3372,1500
,,Unemployed,3379,750
,,Unemployed,3391,5000
,,Unemployed,3399,31000
,,Unemployed,4111,750
,,Unemployed,4121,2750
,,Unemployed,4131,34750
,,Unemployed,4132,10000
,,Unemployed,4133,0
,,Unemployed,4141,1000
,,Unemployed,4142,0
,,Unemployed,4143,2500
,,Unemployed,4144,2000
,,Unemployed,4145,5000
,,Unemployed,4151,750
,,Unemployed,4152,4000
,,Unemployed,4153,0
,,Unemployed,4161,7250
,,Unemployed,4162,3000
,,Unemployed,4163,8000
,,Unemployed,4171,2000
,,Unemployed,4172,11000
,,Unemployed,4173,13000
,,Unemployed,4179,18500
,,Unemployed,4181,18250
,,Unemployed,4182,7000
,,Unemployed,4183,3750
,,Unemployed,4184,750
,,Unemployed,4189,15250
,,Unemployed,4191,0
,,Unemployed,4411,53500
,,Unemployed,4412,7000
,,Unemployed,4413,34750
,,Unemployed,4421,20750
,,Unemployed,4422,13250
,,Unemployed,4431,46000
,,Unemployed,4441,30500
,,Unemployed,4442,7750
,,Unemployed,4451,139250
,,Unemployed,4452,27500
,,Unemployed,4453,24500
,,Unemployed,4461,74000
,,Unemployed,4471,23500
,,Unemployed,4481,100000
,,Unemployed,4482,11500
,,Unemployed,4483,16000
,,Unemployed,4511,44000
,,Unemployed,4513,3000
,,Unemployed,4521,54000
,,Unemployed,4529,27250
,,Unemployed,4531,1500
,,Unemployed,4532,14000
,,Unemployed,4533,19500
,,Unemployed,4539,51500
,,Unemployed,4541,11250
,,Unemployed,4542,2000
,,Unemployed,4543,9500
,,Unemployed,4811,16250
,,Unemployed,4812,9000
,,Unemployed,4821,4250
,,Unemployed,4831,16500
,,Unemployed,4832,250
,,Unemployed,4841,42750
,,Unemployed,4842,55750
,,Unemployed,4851,7250
,,Unemployed,4852,750
,,Unemployed,4853,11750
,,Unemployed,4854,7500
,,Unemployed,4855,2000
,,Unemployed,4859,4000
,,Unemployed,4861,6250
,,Unemployed,4862,500
,,Unemployed,4869,0
,,Unemployed,4871,18250
,,Unemployed,4872,5250
,,Unemployed,4879,0
,,Unemployed,4881,17000
,,Unemployed,4882,250
,,Unemployed,4883,7000
,,Unemployed,4884,25250
,,Unemployed,4885,6500
,,Unemployed,4889,750
,,Unemployed,4911,9750
,,Unemployed,4921,17250
,,Unemployed,4922,750
,,Unemployed,4931,40000
,,Unemployed,5111,17500
,,Unemployed,5112,16750
,,Unemployed,5121,137250
,,Unemployed,5122,0
,,Unemployed,5151,9500
,,Unemployed,5152,0
,,Unemployed,5173,14750
,,Unemployed,5174,250
,,Unemployed,5179,1500
,,Unemployed,5182,3000
,,Unemployed,5191,7000
,,Unemployed,5221,49500
,,Unemployed,5222,3750
,,Unemployed,5223,7500
,,Unemployed,5231,4750
,,Unemployed,5232,0
,,Unemployed,5239,41000
,,Unemployed,5241,31250
,,Unemployed,5242,17500
,,Unemployed,5261,0
,,Unemployed,5269,0
,,Unemployed,5311,20000
,,Unemployed,5312,9750
,,Unemployed,5313,14750
,,Unemployed,5321,5500
,,Unemployed,5322,14500
,,Unemployed,5323,500
,,Unemployed,5324,9500
,,Unemployed,5331,750
,,Unemployed,5411,36500
,,Unemployed,5412,39750
,,Unemployed,5413,86500
,,Unemployed,5414,15500
,,Unemployed,5415,142250
,,Unemployed,5416,39250
,,Unemployed,5417,15000
,,Unemployed,5418,26500
,,Unemployed,5419,11750
,,Unemployed,5611,0
,,Unemployed,5612,0
,,Unemployed,5613,46250
,,Unemployed,5614,37000
,,Unemployed,5615,49750
,,Unemployed,5616,32000
,,Unemployed,5617,133750
,,Unemployed,5619,26250
,,Unemployed,5621,4750
,,Unemployed,5622,6250
,,Unemployed,5629,7750
,,Unemployed,6111,209000
,,Unemployed,6112,29750
,,Unemployed,6113,91500
,,Unemployed,6114,750
,,Unemployed,6115,9000
,,Unemployed,6116,56000
,,Unemployed,6117,6750
,,Unemployed,6211,18250
,,Unemployed,6212,30250
,,Unemployed,6213,23250
,,Unemployed,6214,7500
,,Unemployed,6215,2250
,,Unemployed,6216,7750
,,Unemployed,6219,6250
,,Unemployed,6220,65750
,,Unemployed,6230,54500
,,Unemployed,6241,80750
,,Unemployed,6242,8000
,,Unemployed,6243,4000
,,Unemployed,6244,48500
,,Unemployed,7111,8750
,,Unemployed,7112,11500
,,Unemployed,7113,17250
,,Unemployed,7114,3750
,,Unemployed,7115,12250
,,Unemployed,7121,21250
,,Unemployed,7131,4500
,,Unemployed,7132,26500
,,Unemployed,7139,168250
,,Unemployed,7211,157750
,,Unemployed,7212,34250
,,Unemployed,7213,6000
,,Unemployed,7223,40250
,,Unemployed,7224,19250
,,Unemployed,7225,621000
,,Unemployed,8111,42250
,,Unemployed,8112,4750
,,Unemployed,8113,28000
,,Unemployed,8114,8500
,,Unemployed,8121,47000
,,Unemployed,8122,5250
,,Unemployed,8123,3250
,,Unemployed,8129,20250
,,Unemployed,8131,14000
,,Unemployed,8132,10000
,,Unemployed,8133,10500
,,Unemployed,8134,16500
,,Unemployed,8139,11250
,,Unemployed,8141,30500
,,Unemployed,9110,46000
,,Unemployed,9111,4000
,,Unemployed,9120,24500
,,Unemployed,9130,38750
,,Unemployed,9141,12500
,,Unemployed,9191,0
,,Unknown,,12276750
,,Unknown,1100,17750
,,Unknown,1111,6500
,,Unknown,1112,13000
,,Unknown,1113,110750
,,Unknown,1114,66000
,,Unknown,1119,16500
,,Unknown,1121,15250
,,Unknown,1122,500
,,Unknown,1123,15250
,,Unknown,1124,1000
,,Unknown,1125,6000
,,Unknown,1129,11000
,,Unknown,1131,250
,,Unknown,1132,2000
,,Unknown,1133,71750
,,Unknown,1141,34250
,,Unknown,1142,0
,,Unknown,1151,10750
,,Unknown,1152,6000
,,Unknown,1153,67000
,,Unknown,2100,6750
,,Unknown,2111,22500
,,Unknown,2121,7500
,,Unknown,2122,15250
,,Unknown,2123,7500
,,Unknown,2131,31000
,,Unknown,2211,17750
,,Unknown,2212,4000
,,Unknown,2213,3250
,,Unknown,2361,298500
,,Unknown,2362,47500
,,Unknown,2371,40000
,,Unknown,2372,14500
,,Unknown,2373,47500
,,Unknown,2379,8750
,,Unknown,2381,103250
,,Unknown,2382,172250
,,Unknown,2383,145000
,,Unknown,2389,65000
,,Unknown,3111,9250
,,Unknown,3112,3500
,,Unknown,3113,21500
,,Unknown,3114,19750
,,Unknown,3115,12000
,,Unknown,3116,13750
,,Unknown,3117,31750
,,Unknown,3118,52500
,,Unknown,3119,23500
,,Unknown,3121,39500
,,Unknown,3122,0
,,Unknown,3123,0
,,Unknown,3131,0
,,Unknown,3132,1500
,,Unknown,3133,0
,,Unknown,3141,250
,,Unknown,3149,250
,,Unknown,3151,0
,,Unknown,3152,9750
,,Unknown,3159,4750
,,Unknown,3161,0
,,Unknown,3162,4750
,,Unknown,3169,2250
,,Unknown,3211,45750
,,Unknown,3212,11250
,,Unknown,3219,34500
,,Unknown,3221,41250
,,Unknown,3222,2000
,,Unknown,3231,13750
,,Unknown,3241,2750
,,Unknown,3251,0
,,Unknown,3252,3000
,,Unknown,3253,1000
,,Unknown,3254,13250
,,Unknown,3255,2000
,,Unknown,3256,6750
,,Unknown,3259,3250
,,Unknown,3261,7500
,,Unknown,3262,750
,,Unknown,3271,0
,,Unknown,3272,11500
,,Unknown,3273,7250
,,Unknown,3274,750
,,Unknown,3279,5000
,,Unknown,3311,4500
,,Unknown,3312,0
,,Unknown,3313,10250
,,Unknown,3314,2750
,,Unknown,3315,2250
,,Unknown,3321,0
,,Unknown,3322,1500
,,Unknown,3323,20000
,,Unknown,3324,250
,,Unknown,3325,0
,,Unknown,3326,1000
,,Unknown,3327,6750
,,Unknown,3328,1500
,,Unknown,3329,4750
,,Unknown,3331,8750
,,Unknown,3332,5500
,,Unknown,3333,1500
,,Unknown,3334,4000
,,Unknown,3335,2750
,,Unknown,3336,2250
,,Unknown,3339,5000
,,Unknown,3341,6000
,,Unknown,3342,2750
,,Unknown,3343,250
,,Unknown,3344,7500
,,Unknown,3345,3500
,,Unknown,3346,0
,,Unknown,3351,750
,,Unknown,3352,0
,,Unknown,3353,500
,,Unknown,3359,1250
,,Unknown,3361,1500
,,Unknown,3362,4500
,,Unknown,3363,1500
,,Unknown,3364,6250
,,Unknown,3365,250
,,Unknown,3366,6750
,,Unknown,3369,0
,,Unknown,3371,16750
,,Unknown,3372,5000
,,Unknown,3379,4500
,,Unknown,3391,10000
,,Unknown,3399,38000
,,Unknown,4111,2500
,,Unknown,4121,5500
,,Unknown,4131,37250
,,Unknown,4132,4000
,,Unknown,4133,250
,,Unknown,4141,1500
,,Unknown,4142,2000
,,Unknown,4143,250
,,Unknown,4144,3000
,,Unknown,4145,2750
,,Unknown,4151,1250
,,Unknown,4152,2750
,,Unknown,4153,2750
,,Unknown,4161,12750
,,Unknown,4162,750
,,Unknown,4163,23250
,,Unknown,4171,750
,,Unknown,4172,17750
,,Unknown,4173,6500
,,Unknown,4179,21000
,,Unknown,4181,9500
,,Unknown,4182,1750
,,Unknown,4183,3500
,,Unknown,4184,2000
,,Unknown,4189,31500
,,Unknown,4191,0
,,Unknown,4411,75750
,,Unknown,4412,16000
,,Unknown,4413,21500
,,Unknown,4421,25750
,,Unknown,4422,33250
,,Unknown,4431,62000
,,Unknown,4441,88500
,,Unknown,4442,14250
,,Unknown,4451,387250
,,Unknown,4452,54750
,,Unknown,4453,25750
,,Unknown,4461,139750
,,Unknown,4471,39250
,,Unknown,4481,240000
,,Unknown,4482,29750
,,Unknown,4483,24250
,,Unknown,4511,93750
,,Unknown,4513,14500
,,Unknown,4521,107750
,,Unknown,4529,79750
,,Unknown,4531,24500
,,Unknown,4532,31250
,,Unknown,4533,43250
,,Unknown,4539,111750
,,Unknown,4541,16500
,,Unknown,4542,0
,,Unknown,4543,25000
,,Unknown,4811,51750
,,Unknown,4812,18500
,,Unknown,4821,15250
,,Unknown,4831,31500
,,Unknown,4832,1000
,,Unknown,4841,72000
,,Unknown,4842,58750
,,Unknown,4851,16500
,,Unknown,4852,2000
,,Unknown,4853,19500
,,Unknown,4854,14750
,,Unknown,4855,500
,,Unknown,4859,4000
,,Unknown,4861,250
,,Unknown,4862,0
,,Unknown,4869,250
,,Unknown,4871,27750
,,Unknown,4872,14000
,,Unknown,4879,1500
,,Unknown,4881,22250
,,Unknown,4882,0
,,Unknown,4883,27500
,,Unknown,4884,15500
,,Unknown,4885,14750
,,Unknown,4889,250
,,Unknown,4911,27750
,,Unknown,4921,24500
,,Unknown,4922,26750
,,Unknown,4931,39000
,,Unknown,5111,38750
,,Unknown,5112,9500
,,Unknown,5121,130250
,,Unknown,5122,0
,,Unknown,5151,6750
,,Unknown,5152,0
,,Unknown,5173,37750
,,Unknown,5174,250
,,Unknown,5179,2000
,,Unknown,5182,4000
,,Unknown,5191,16250
,,Unknown,5221,101250
,,Unknown,5222,9000
,,Unknown,5223,4750
,,Unknown,5231,3250
,,Unknown,5232,0
,,Unknown,5239,42250
,,Unknown,5241,41000
,,Unknown,5242,23750
,,Unknown,5261,0
,,Unknown,5269,0
,,Unknown,5311,53500
