SYEAR,SMTH,FTPT,NAICS_5,_COUNT_
,,,04411,643250
,,,04412,131500
,,,04413,230500
,,,04421,217750
,,,04422,98250
,,,04431,373250
,,,04441,566500
,,,04442,76500
,,,04451,2019750
,,,04452,221750
,,,04453,207000
,,,04461,886000
,,,04471,144500
,,,04481,837500
,,,04482,61750
,,,04483,79500
,,,04511,414500
,,,04513,67000
,,,04521,353250
,,,04529,522250
,,,04531,58250
,,,04532,144750
,,,04533,136500
,,,04539,556500
,,,04541,447000
,,,04542,5250
,,,04543,91000
,,,04811,210250
,,,04812,63250
,,,04821,173500
,,,04831,184250
,,,04832,15000
,,,04841,676500
,,,04842,294500
,,,04851,296250
,,,04852,4250
,,,04853,226000
,,,04854,29750
,,,04855,13750
,,,04859,10500
,,,04861,13250
,,,04862,4000
,,,04869,2250
,,,04871,1000
,,,04872,30000
,,,04879,5250
,,,04881,244000
,,,04882,11750
,,,04883,236250
,,,04884,153250
,,,04885,197000
,,,04889,750
,,,04911,285750
,,,04921,253750
,,,04922,225750
,,,04931,280500
,,,05111,138750
,,,05112,259500
,,,05121,803000
,,,05122,25500
,,,05151,84000
,,,05152,5750
,,,05173,516000
,,,05174,3750
,,,05179,26250
,,,05182,64250
,,,05191,150000
,,,05221,1099750
,,,05222,55250
,,,05223,150500
,,,05231,104250
,,,05232,5250
,,,05239,556750
,,,05241,684000
,,,05242,540500
,,,05261,4000
,,,05269,4000
,,,05311,418250
,,,05312,670750
,,,05313,295500
,,,05321,85500
,,,05322,16500
,,,05323,2250
,,,05324,118500
,,,05331,250
,,,05411,869000
,,,05412,898250
,,,05413,1408500
,,,05414,329500
,,,05415,2529750
,,,05416,709000
,,,05417,281500
,,,05418,364250
,,,05419,377000
,,,05611,250
,,,05613,152000
,,,05614,220500
,,,05615,234250
,,,05616,383250
,,,05617,1383250
,,,05619,110750
,,,05621,117750
,,,05622,68500
,,,05629,29500
,,,06111,2998000
,,,06112,456000
,,,06113,1376000
,,,06114,21500
,,,06115,52250
,,,06116,778500
,,,06117,75500
,,,06211,751750
,,,06212,591500
,,,06213,770000
,,,06214,297750
,,,06215,139250
,,,06216,181500
,,,06219,142500
,,,06220,3856250
,,,06230,1513750
,,,06241,1338250
,,,06242,60000
,,,06243,84750
,,,06244,729000
,,,07111,115250
,,,07112,60250
,,,07113,39500
,,,07114,23500
,,,07115,364500
,,,07121,129500
,,,07131,3750
,,,07132,249750
,,,07139,902500
,,,07211,791500
,,,07212,54250
,,,07213,14500
,,,07223,241750
,,,07224,124000
,,,07225,4081000
,,,08111,605250
,,,08112,58000
,,,08113,257750
,,,08114,135750
,,,08121,734750
,,,08122,40000
,,,08123,64000
,,,08129,141000
,,,08131,296250
,,,08132,88000
,,,08133,49500
,,,08134,174000
,,,08139,201250
,,,08141,207250
,,,09110,1355500
,,,09111,107250
,,,09120,1118000
,,,09130,1324000
,,,09141,82750
,,,09191,1000
,,Full-time,,62028000
,,Full-time,01100,25250
,,Full-time,01111,9250
,,Full-time,01112,14750
,,Full-time,01113,55750
,,Full-time,01114,182750
,,Full-time,01119,34250
,,Full-time,01121,63000
,,Full-time,01123,33250
,,Full-time,01124,500
,,Full-time,01125,42250
,,Full-time,01129,50000
,,Full-time,01131,3250
,,Full-time,01132,3000
,,Full-time,01133,254000
,,Full-time,01141,41750
,,Full-time,01151,4500
,,Full-time,01152,9750
,,Full-time,01153,191250
,,Full-time,02100,69000
,,Full-time,02111,134000
,,Full-time,02121,140250
,,Full-time,02122,226250
,,Full-time,02123,45250
,,Full-time,02131,202500
,,Full-time,02211,297250
,,Full-time,02212,81500
,,Full-time,02213,79250
,,Full-time,02361,1760250
,,Full-time,02362,369250
,,Full-time,02371,190000
,,Full-time,02372,87750
,,Full-time,02373,322250
,,Full-time,02379,81500
,,Full-time,02381,629750
,,Full-time,02382,1535000
,,Full-time,02383,750000
,,Full-time,02389,411500
,,Full-time,03111,28250
,,Full-time,03112,5500
,,Full-time,03113,42000
,,Full-time,03114,37000
,,Full-time,03115,83000
,,Full-time,03116,116500
,,Full-time,03117,55750
,,Full-time,03118,159500
,,Full-time,03119,205250
,,Full-time,03121,237250
,,Full-time,03122,7250
,,Full-time,03123,25250
,,Full-time,03132,6000
,,Full-time,03133,500
,,Full-time,03141,11000
,,Full-time,03149,20000
,,Full-time,03151,2000
,,Full-time,03152,80750
,,Full-time,03159,1250
,,Full-time,03161,0
,,Full-time,03162,1750
,,Full-time,03169,9750
,,Full-time,03211,369500
,,Full-time,03212,102750
,,Full-time,03219,178000
,,Full-time,03221,255750
,,Full-time,03222,61500
,,Full-time,03231,114500
,,Full-time,03241,26250
,,Full-time,03251,15250
,,Full-time,03252,4000
,,Full-time,03253,8750
,,Full-time,03254,113250
,,Full-time,03255,26500
,,Full-time,03256,35500
,,Full-time,03259,1750
,,Full-time,03261,154500
,,Full-time,03262,14250
,,Full-time,03271,2750
,,Full-time,03272,31750
,,Full-time,03273,72000
,,Full-time,03274,250
,,Full-time,03279,28250
,,Full-time,03311,24250
,,Full-time,03312,16750
,,Full-time,03313,72250
,,Full-time,03314,42500
,,Full-time,03315,24500
,,Full-time,03322,6000
,,Full-time,03323,112250
,,Full-time,03324,8500
,,Full-time,03325,1250
,,Full-time,03326,8250
,,Full-time,03327,104250
,,Full-time,03328,14750
,,Full-time,03329,55500
,,Full-time,03331,69500
,,Full-time,03332,58250
,,Full-time,03333,31500
,,Full-time,03334,35750
,,Full-time,03335,25000
,,Full-time,03336,11750
,,Full-time,03339,109500
,,Full-time,03341,12000
,,Full-time,03342,51250
,,Full-time,03343,5000
,,Full-time,03344,50750
,,Full-time,03345,44500
,,Full-time,03346,2500
,,Full-time,03351,22500
,,Full-time,03352,4000
,,Full-time,03353,43000
,,Full-time,03359,94500
,,Full-time,03361,33250
,,Full-time,03362,43500
,,Full-time,03363,32250
,,Full-time,03364,127500
,,Full-time,03366,113000
,,Full-time,03369,20000
,,Full-time,03371,207250
,,Full-time,03372,15250
,,Full-time,03379,11250
,,Full-time,03391,59500
,,Full-time,03399,265250
,,Full-time,04111,31500
,,Full-time,04121,45250
,,Full-time,04131,265750
,,Full-time,04132,101250
,,Full-time,04133,18750
,,Full-time,04134,3000
,,Full-time,04141,45500
,,Full-time,04142,16000
,,Full-time,04143,14250
,,Full-time,04144,48000
,,Full-time,04145,84750
,,Full-time,04151,106750
,,Full-time,04152,61750
,,Full-time,04153,1250
,,Full-time,04161,206250
,,Full-time,04162,38000
,,Full-time,04163,244000
,,Full-time,04171,32750
,,Full-time,04172,240000
,,Full-time,04173,134500
,,Full-time,04179,190500
,,Full-time,04181,113750
,,Full-time,04182,26250
,,Full-time,04183,55750
,,Full-time,04184,37250
,,Full-time,04189,177750
,,Full-time,04411,582250
,,Full-time,04412,108500
,,Full-time,04413,205000
,,Full-time,04421,162250
,,Full-time,04422,58250
,,Full-time,04431,316500
,,Full-time,04441,398500
,,Full-time,04442,56750
,,Full-time,04451,1154750
,,Full-time,04452,133500
,,Full-time,04453,157750
,,Full-time,04461,586000
,,Full-time,04471,99500
,,Full-time,04481,392000
,,Full-time,04482,37250
,,Full-time,04483,53750
,,Full-time,04511,192000
,,Full-time,04513,25750
,,Full-time,04521,206500
,,Full-time,04529,391000
,,Full-time,04531,34000
,,Full-time,04532,84500
,,Full-time,04533,73000
,,Full-time,04539,362500
,,Full-time,04541,378750
,,Full-time,04542,5250
,,Full-time,04543,44750
,,Full-time,04811,140250
,,Full-time,04812,55500
,,Full-time,04821,172750
,,Full-time,04831,172500
,,Full-time,04832,14500
,,Full-time,04841,629000
,,Full-time,04842,253250
,,Full-time,04851,287750
,,Full-time,04852,3500
,,Full-time,04853,202000
,,Full-time,04854,20000
,,Full-time,04855,11500
,,Full-time,04859,5000
,,Full-time,04861,13250
,,Full-time,04862,4000
,,Full-time,04869,2250
,,Full-time,04871,250
,,Full-time,04872,19500
,,Full-time,04879,5250
,,Full-time,04881,211250
,,Full-time,04882,11750
,,Full-time,04883,201000
,,Full-time,04884,138250
,,Full-time,04885,178000
,,Full-time,04889,0
,,Full-time,04911,251750
,,Full-time,04921,212500
,,Full-time,04922,124750
,,Full-time,04931,257000
,,Full-time,05111,99000
,,Full-time,05112,257250
,,Full-time,05121,698750
,,Full-time,05122,22000
,,Full-time,05151,79500
,,Full-time,05152,5000
,,Full-time,05173,485250
,,Full-time,05174,3750
,,Full-time,05179,23250
,,Full-time,05182,60500
,,Full-time,05191,97000
,,Full-time,05221,994500
,,Full-time,05222,49000
,,Full-time,05223,130000
,,Full-time,05231,88250
,,Full-time,05232,5000
,,Full-time,05239,464000
,,Full-time,05241,653000
,,Full-time,05242,460500
,,Full-time,05261,4000
,,Full-time,05269,2000
,,Full-time,05311,279500
,,Full-time,05312,487750
,,Full-time,05313,254750
,,Full-time,05321,68250
,,Full-time,05322,9750
,,Full-time,05323,2000
,,Full-time,05324,108250
,,Full-time,05331,250
,,Full-time,05411,738250
,,Full-time,05412,733250
,,Full-time,05413,1265250
,,Full-time,05414,225750
,,Full-time,05415,2329250
,,Full-time,05416,536000
,,Full-time,05417,261000
,,Full-time,05418,290000
,,Full-time,05419,254250
,,Full-time,05611,250
,,Full-time,05613,120250
,,Full-time,05614,138500
,,Full-time,05615,183250
,,Full-time,05616,326250
,,Full-time,05617,863000
,,Full-time,05619,89250
,,Full-time,05621,108000
,,Full-time,05622,59750
,,Full-time,05629,29000
,,Full-time,06111,2302000
,,Full-time,06112,360500
,,Full-time,06113,1039500
,,Full-time,06114,15500
,,Full-time,06115,42750
,,Full-time,06116,272750
,,Full-time,06117,38750
,,Full-time,06211,594750
,,Full-time,06212,436250
,,Full-time,06213,469000
,,Full-time,06214,188250
,,Full-time,06215,112750
,,Full-time,06216,108500
,,Full-time,06219,119500
,,Full-time,06220,3176500
,,Full-time,06230,1198250
,,Full-time,06241,890750
,,Full-time,06242,45750
,,Full-time,06243,66750
,,Full-time,06244,542500
,,Full-time,07111,67750
,,Full-time,07112,37250
,,Full-time,07113,22750
,,Full-time,07114,13000
,,Full-time,07115,170000
,,Full-time,07121,99250
,,Full-time,07131,250
,,Full-time,07132,219500
,,Full-time,07139,422750
,,Full-time,07211,628250
,,Full-time,07212,44000
,,Full-time,07213,3000
,,Full-time,07223,182500
,,Full-time,07224,60000
,,Full-time,07225,2054500
,,Full-time,08111,540500
,,Full-time,08112,39250
,,Full-time,08113,230750
,,Full-time,08114,105750
,,Full-time,08121,477500
,,Full-time,08122,29500
,,Full-time,08123,57000
,,Full-time,08129,83750
,,Full-time,08131,169750
,,Full-time,08132,69750
,,Full-time,08133,40750
,,Full-time,08134,134250
,,Full-time,08139,184250
,,Full-time,08141,108500
,,Full-time,09110,1279500
,,Full-time,09111,93750
,,Full-time,09120,1076500
,,Full-time,09130,1228500
,,Full-time,09141,76000
,,Full-time,09191,1000
,,Part-time,,16703500
,,Part-time,01100,8250
,,Part-time,01111,500
,,Part-time,01112,3500
,,Part-time,01113,13250
,,Part-time,01114,25250
,,Part-time,01119,13750
,,Part-time,01121,23000
,,Part-time,01123,17000
,,Part-time,01124,250
,,Part-time,01125,750
,,Part-time,01129,23750
,,Part-time,01131,0
,,Part-time,01132,750
,,Part-time,01133,23750
,,Part-time,01141,10500
,,Part-time,01151,500
,,Part-time,01152,4250
,,Part-time,01153,18500
,,Part-time,02100,7250
,,Part-time,02111,750
,,Part-time,02121,500
,,Part-time,02122,500
,,Part-time,02123,2750
,,Part-time,02131,9500
,,Part-time,02211,8500
,,Part-time,02212,6250
,,Part-time,02213,1750
,,Part-time,02361,216250
,,Part-time,02362,14250
,,Part-time,02371,6250
,,Part-time,02372,12250
,,Part-time,02373,13500
,,Part-time,02379,4000
,,Part-time,02381,65000
,,Part-time,02382,134500
,,Part-time,02383,142250
,,Part-time,02389,40750
,,Part-time,03111,4500
,,Part-time,03112,1000
,,Part-time,03113,2500
,,Part-time,03114,11250
,,Part-time,03115,6750
,,Part-time,03116,6000
,,Part-time,03117,4000
,,Part-time,03118,46250
,,Part-time,03119,17000
,,Part-time,03121,51250
,,Part-time,03122,0
,,Part-time,03123,3500
,,Part-time,03132,0
,,Part-time,03133,0
,,Part-time,03141,0
,,Part-time,03149,3500
,,Part-time,03151,250
,,Part-time,03152,12250
,,Part-time,03159,1750
,,Part-time,03161,0
,,Part-time,03162,0
,,Part-time,03169,0
,,Part-time,03211,19250
,,Part-time,03212,1750
,,Part-time,03219,7500
,,Part-time,03221,9250
,,Part-time,03222,0
,,Part-time,03231,32500
,,Part-time,03241,1000
,,Part-time,03251,500
,,Part-time,03252,0
,,Part-time,03253,1500
,,Part-time,03254,4250
,,Part-time,03255,3750
,,Part-time,03256,20000
,,Part-time,03259,0
,,Part-time,03261,13750
,,Part-time,03262,750
,,Part-time,03271,3250
,,Part-time,03272,1750
,,Part-time,03273,2000
,,Part-time,03274,0
,,Part-time,03279,750
,,Part-time,03311,0
,,Part-time,03312,0
,,Part-time,03313,0
,,Part-time,03314,0
,,Part-time,03315,0
,,Part-time,03322,0
,,Part-time,03323,6500
,,Part-time,03324,0
,,Part-time,03325,0
,,Part-time,03326,0
,,Part-time,03327,4750
,,Part-time,03328,1250
,,Part-time,03329,500
,,Part-time,03331,750
,,Part-time,03332,5000
,,Part-time,03333,1000
,,Part-time,03334,8750
,,Part-time,03335,1250
,,Part-time,03336,500
,,Part-time,03339,1500
,,Part-time,03341,3500
,,Part-time,03342,0
,,Part-time,03343,3000
,,Part-time,03344,5500
,,Part-time,03345,5500
,,Part-time,03346,0
,,Part-time,03351,1500
,,Part-time,03352,0
,,Part-time,03353,0
,,Part-time,03359,10250
,,Part-time,03361,500
,,Part-time,03362,1500
,,Part-time,03363,0
,,Part-time,03364,5500
,,Part-time,03366,8500
,,Part-time,03369,250
,,Part-time,03371,19500
,,Part-time,03372,250
,,Part-time,03379,2000
,,Part-time,03391,7250
,,Part-time,03399,25750
,,Part-time,04111,7500
,,Part-time,04121,500
,,Part-time,04131,33750
,,Part-time,04132,2750
,,Part-time,04133,0
,,Part-time,04134,0
,,Part-time,04141,4500
,,Part-time,04142,0
,,Part-time,04143,2250
,,Part-time,04144,24500
,,Part-time,04145,11000
,,Part-time,04151,12500
,,Part-time,04152,2250
,,Part-time,04153,0
,,Part-time,04161,25500
,,Part-time,04162,0
,,Part-time,04163,34500
,,Part-time,04171,1500
,,Part-time,04172,13000
,,Part-time,04173,16750
,,Part-time,04179,30250
,,Part-time,04181,13250
,,Part-time,04182,750
,,Part-time,04183,5750
,,Part-time,04184,500
,,Part-time,04189,32750
,,Part-time,04411,61000
,,Part-time,04412,23000
,,Part-time,04413,25500
,,Part-time,04421,55500
,,Part-time,04422,40000
,,Part-time,04431,56750
,,Part-time,04441,168000
,,Part-time,04442,19750
,,Part-time,04451,865000
,,Part-time,04452,88250
,,Part-time,04453,49250
,,Part-time,04461,300000
,,Part-time,04471,45000
,,Part-time,04481,445500
,,Part-time,04482,24500
,,Part-time,04483,25750
,,Part-time,04511,222500
,,Part-time,04513,41250
,,Part-time,04521,146750
,,Part-time,04529,131250
,,Part-time,04531,24250
,,Part-time,04532,60250
,,Part-time,04533,63500
,,Part-time,04539,194000
,,Part-time,04541,68250
,,Part-time,04542,0
,,Part-time,04543,46250
,,Part-time,04811,70000
,,Part-time,04812,7750
,,Part-time,04821,750
,,Part-time,04831,11750
,,Part-time,04832,500
,,Part-time,04841,47500
,,Part-time,04842,41250
,,Part-time,04851,8500
,,Part-time,04852,750
,,Part-time,04853,24000
,,Part-time,04854,9750
,,Part-time,04855,2250
,,Part-time,04859,5500
,,Part-time,04861,0
,,Part-time,04862,0
,,Part-time,04869,0
,,Part-time,04871,750
,,Part-time,04872,10500
,,Part-time,04879,0
,,Part-time,04881,32750
,,Part-time,04882,0
,,Part-time,04883,35250
,,Part-time,04884,15000
,,Part-time,04885,19000
,,Part-time,04889,750
,,Part-time,04911,34000
,,Part-time,04921,41250
,,Part-time,04922,101000
,,Part-time,04931,23500
,,Part-time,05111,39750
,,Part-time,05112,2250
,,Part-time,05121,104250
,,Part-time,05122,3500
,,Part-time,05151,4500
,,Part-time,05152,750
,,Part-time,05173,30750
,,Part-time,05174,0
,,Part-time,05179,3000
,,Part-time,05182,3750
,,Part-time,05191,53000
,,Part-time,05221,105250
,,Part-time,05222,6250
,,Part-time,05223,20500
,,Part-time,05231,16000
,,Part-time,05232,250
,,Part-time,05239,92750
,,Part-time,05241,31000
,,Part-time,05242,80000
,,Part-time,05261,0
,,Part-time,05269,2000
,,Part-time,05311,138750
,,Part-time,05312,183000
,,Part-time,05313,40750
,,Part-time,05321,17250
,,Part-time,05322,6750
,,Part-time,05323,250
,,Part-time,05324,10250
,,Part-time,05331,0
,,Part-time,05411,130750
,,Part-time,05412,165000
,,Part-time,05413,143250
,,Part-time,05414,103750
,,Part-time,05415,200500
,,Part-time,05416,173000
,,Part-time,05417,20500
,,Part-time,05418,74250
,,Part-time,05419,122750
,,Part-time,05611,0
,,Part-time,05613,31750
,,Part-time,05614,82000
,,Part-time,05615,51000
,,Part-time,05616,57000
,,Part-time,05617,520250
,,Part-time,05619,21500
,,Part-time,05621,9750
,,Part-time,05622,8750
,,Part-time,05629,500
,,Part-time,06111,696000
,,Part-time,06112,95500
,,Part-time,06113,336500
,,Part-time,06114,6000
,,Part-time,06115,9500
,,Part-time,06116,505750
,,Part-time,06117,36750
,,Part-time,06211,157000
,,Part-time,06212,155250
,,Part-time,06213,301000
,,Part-time,06214,109500
,,Part-time,06215,26500
,,Part-time,06216,73000
,,Part-time,06219,23000
,,Part-time,06220,679750
,,Part-time,06230,315500
,,Part-time,06241,447500
,,Part-time,06242,14250
,,Part-time,06243,18000
,,Part-time,06244,186500
,,Part-time,07111,47500
,,Part-time,07112,23000
,,Part-time,07113,16750
,,Part-time,07114,10500
,,Part-time,07115,194500
,,Part-time,07121,30250
,,Part-time,07131,3500
,,Part-time,07132,30250
,,Part-time,07139,479750
,,Part-time,07211,163250
,,Part-time,07212,10250
,,Part-time,07213,11500
,,Part-time,07223,59250
,,Part-time,07224,64000
,,Part-time,07225,2026500
,,Part-time,08111,64750
,,Part-time,08112,18750
,,Part-time,08113,27000
,,Part-time,08114,30000
,,Part-time,08121,257250
,,Part-time,08122,10500
,,Part-time,08123,7000
,,Part-time,08129,57250
,,Part-time,08131,126500
,,Part-time,08132,18250
,,Part-time,08133,8750
,,Part-time,08134,39750
,,Part-time,08139,17000
,,Part-time,08141,98750
,,Part-time,09110,76000
,,Part-time,09111,13500
,,Part-time,09120,41500
,,Part-time,09130,95500
,,Part-time,09141,6750
,,Part-time,09191,0
,01,,,7969250
,01,,01100,3000
,01,,01111,1500
,01,,01112,750
,01,,01113,6750
,01,,01114,21500
,01,,01119,3750
,01,,01121,9000
,01,,01123,3750
,01,,01124,0
,01,,01125,5250
,01,,01129,4500
,01,,01131,750
,01,,01132,250
,01,,01133,25250
,01,,01141,8000
,01,,01151,750
,01,,01152,1500
,01,,01153,12750
,01,,02100,5500
,01,,02111,16750
,01,,02121,16000
,01,,02122,21500
,01,,02123,5750
,01,,02131,23250
,01,,02211,32000
,01,,02212,11750
,01,,02213,6500
,01,,02361,202500
,01,,02362,45500
,01,,02371,19250
,01,,02372,10000
,01,,02373,30000
,01,,02379,11250
,01,,02381,67250
,01,,02382,161750
,01,,02383,93750
,01,,02389,40500
,01,,03111,3250
,01,,03112,1000
,01,,03113,6750
,01,,03114,4000
,01,,03115,9750
,01,,03116,14000
,01,,03117,8500
,01,,03118,17000
,01,,03119,23500
,01,,03121,29500
,01,,03122,750
,01,,03123,3000
,01,,03132,0
,01,,03133,0
,01,,03141,750
,01,,03149,1500
,01,,03151,750
,01,,03152,5000
,01,,03159,500
,01,,03161,0
,01,,03162,250
,01,,03169,0
,01,,03211,38500
,01,,03212,10750
,01,,03219,19000
,01,,03221,30250
,01,,03222,4000
,01,,03231,14250
,01,,03241,1250
,01,,03251,3000
,01,,03252,750
,01,,03253,2250
,01,,03254,10000
,01,,03255,2250
,01,,03256,6250
,01,,03259,0
,01,,03261,14500
,01,,03262,2250
,01,,03271,750
,01,,03272,5250
,01,,03273,9250
,01,,03274,0
,01,,03279,2500
,01,,03311,3000
,01,,03312,750
,01,,03313,7250
,01,,03314,4750
,01,,03315,2250
,01,,03322,500
,01,,03323,9750
,01,,03324,1500
,01,,03325,0
,01,,03326,0
,01,,03327,8250
,01,,03328,750
,01,,03329,3500
,01,,03331,4750
,01,,03332,9000
,01,,03333,750
,01,,03334,4500
,01,,03335,2250
,01,,03336,2750
,01,,03339,11250
,01,,03341,2250
,01,,03342,4250
,01,,03343,0
,01,,03344,5500
,01,,03345,7000
,01,,03346,0
,01,,03351,1500
,01,,03352,0
,01,,03353,6250
,01,,03359,15000
,01,,03361,3500
,01,,03362,4750
,01,,03363,2000
,01,,03364,14000
,01,,03366,11500
,01,,03369,3500
,01,,03371,26000
,01,,03372,0
,01,,03379,500
,01,,03391,6750
,01,,03399,34500
,01,,04111,1750
,01,,04121,4000
,01,,04131,28750
,01,,04132,10000
,01,,04133,2500
,01,,04134,500
,01,,04141,8000
,01,,04142,750
,01,,04143,2250
,01,,04144,4250
,01,,04145,10000
,01,,04151,7000
,01,,04152,8750
,01,,04153,0
,01,,04161,23500
,01,,04162,3500
,01,,04163,26500
,01,,04171,2750
,01,,04172,25500
,01,,04173,16500
,01,,04179,28000
,01,,04181,13750
,01,,04182,4750
,01,,04183,5250
,01,,04184,3250
,01,,04189,18750
,01,,04411,64500
,01,,04412,13750
,01,,04413,24750
,01,,04421,20750
,01,,04422,7250
,01,,04431,43250
,01,,04441,54250
,01,,04442,4750
,01,,04451,198750
,01,,04452,20000
,01,,04453,19500
,01,,04461,85750
,01,,04471,16000
,01,,04481,85500
,01,,04482,5750
,01,,04483,7250
,01,,04511,38250
,01,,04513,4750
,01,,04521,29500
,01,,04529,56750
,01,,04531,3500
,01,,04532,22000
,01,,04533,20500
,01,,04539,70250
,01,,04541,52500
,01,,04542,0
,01,,04543,10500
,01,,04811,17250
,01,,04812,7500
,01,,04821,16000
,01,,04831,21750
,01,,04832,1250
,01,,04841,60500
,01,,04842,36750
,01,,04851,29250
,01,,04852,0
,01,,04853,34250
,01,,04854,2500
,01,,04855,1250
,01,,04859,750
,01,,04861,750
,01,,04862,0
,01,,04869,0
,01,,04871,0
,01,,04872,1500
,01,,04879,0
,01,,04881,26500
,01,,04882,250
,01,,04883,26750
,01,,04884,10500
,01,,04885,24750
,01,,04889,250
,01,,04911,33000
,01,,04921,25250
,01,,04922,17000
,01,,04931,21250
,01,,05111,12750
,01,,05112,40500
,01,,05121,63750
,01,,05122,2250
,01,,05151,9250
,01,,05152,0
,01,,05173,48000
,01,,05174,1500
,01,,05179,3250
,01,,05182,7750
,01,,05191,17000
,01,,05221,104250
,01,,05222,4250
,01,,05223,16000
,01,,05231,7250
,01,,05232,500
,01,,05239,57750
,01,,05241,74000
,01,,05242,58000
,01,,05261,500
,01,,05269,1500
,01,,05311,45250
,01,,05312,66500
,01,,05313,32000
,01,,05321,7750
,01,,05322,2500
,01,,05323,250
,01,,05324,13750
,01,,05331,250
,01,,05411,86250
,01,,05412,87750
,01,,05413,130750
,01,,05414,29500
,01,,05415,256000
,01,,05416,74750
,01,,05417,25250
,01,,05418,37500
,01,,05419,39750
,01,,05611,0
,01,,05613,15000
,01,,05614,18250
,01,,05615,17500
,01,,05616,42750
,01,,05617,124750
,01,,05619,12250
,01,,05621,18000
,01,,05622,6500
,01,,05629,3750
,01,,06111,319750
,01,,06112,49250
,01,,06113,148500
,01,,06114,1750
,01,,06115,1750
,01,,06116,80750
,01,,06117,8500
,01,,06211,73500
,01,,06212,65250
,01,,06213,80250
,01,,06214,37250
,01,,06215,12500
,01,,06216,26000
,01,,06219,13000
,01,,06220,394250
,01,,06230,147500
,01,,06241,121250
,01,,06242,9750
,01,,06243,7250
,01,,06244,77000
,01,,07111,10000
,01,,07112,8000
,01,,07113,5000
,01,,07114,5250
,01,,07115,40500
,01,,07121,11250
,01,,07131,500
,01,,07132,26000
,01,,07139,90000
,01,,07211,72500
,01,,07212,3250
,01,,07213,1250
,01,,07223,21500
,01,,07224,14000
,01,,07225,415000
,01,,08111,64250
,01,,08112,5250
,01,,08113,27750
,01,,08114,9750
,01,,08121,79000
,01,,08122,5500
,01,,08123,5000
,01,,08129,18750
,01,,08131,30250
,01,,08132,9250
,01,,08133,2250
,01,,08134,15750
,01,,08139,18750
,01,,08141,19500
,01,,09110,132250
,01,,09111,10500
,01,,09120,114250
,01,,09130,148750
,01,,09141,8750
,01,,09191,0
,01,Full-time,,6234750
,01,Full-time,01100,1750
,01,Full-time,01111,1500
,01,Full-time,01112,750
,01,Full-time,01113,6750
,01,Full-time,01114,19250
,01,Full-time,01119,2000
,01,Full-time,01121,6500
,01,Full-time,01123,3250
,01,Full-time,01124,0
,01,Full-time,01125,5250
,01,Full-time,01129,3000
,01,Full-time,01131,750
,01,Full-time,01132,0
,01,Full-time,01133,22000
,01,Full-time,01141,6500
,01,Full-time,01151,750
